Model,R2,MSE,MAE,MAEP
RandomForestRegressorM300N145,0.5317809389744721,333988.0553622903,413.219086274708,0.8126157872902445
RandomForestRegressorM300N170,0.5335864099005623,331980.27116050443,412.6545297708557,0.8127769538988235
RandomForestRegressorM300N195,0.5347003991736912,331559.194470444,411.8486520213063,0.8132033328733169
RandomForestRegressorM300N20,0.5159931620867044,344833.1731242503,419.88802652217566,0.8097243065700456
RandomForestRegressorM300N220,0.5359736974850408,331464.93627164135,412.1027275023653,0.8131644538948647
RandomForestRegressorM300N245,0.534944255116981,331406.009477135,411.9797792242418,0.8132028806719809
RandomForestRegressorM300N270,0.5345900784893779,332090.1899088656,412.51071208644584,0.8130060033409262
RandomForestRegressorM300N295,0.534477735738001,331785.9440654886,411.96857570545285,0.8131841024090517
RandomForestRegressorM300N45,0.5270103378981832,336838.28544376587,416.4762753147536,0.8112810249739222
RandomForestRegressorM300N70,0.5341812044411329,332621.2794756178,412.44624799150336,0.8128646306783056
RandomForestRegressorM300N95,0.5286269563917323,336267.0102649284,414.92302128492986,0.811876201369834
RandomForestRegressorM325N120,0.5324589866676062,332808.79994252947,412.74985009663214,0.812810664082381
RandomForestRegressorM325N145,0.5371965474040876,330203.4587655352,411.00807719980975,0.8136198778777376
RandomForestRegressorM325N170,0.5327614913006122,333098.75677881745,413.00537102700105,0.8127097889553812
RandomForestRegressorM325N195,0.5331048018388034,332838.63741310075,412.5320637836742,0.8129592863297959
RandomForestRegressorM325N20,0.5153807813100312,345568.11364274635,420.06761224567526,0.8097464693277262
RandomForestRegressorM325N220,0.5326361411163146,333294.3532315628,412.6021243076817,0.8129156047686023
RandomForestRegressorM325N245,0.5344047413818358,332195.74443348486,412.30735821302335,0.8131074285244086
RandomForestRegressorM325N270,0.5344674176130026,331922.54081519187,412.0772325906557,0.8131138796539658
RandomForestRegressorM325N295,0.5350794807761742,331658.1351840436,411.80816980624985,0.8133200018005423
RandomForestRegressorM325N45,0.5262489388465699,338244.8346360985,415.98851208855666,0.811594804282014
RandomForestRegressorM325N70,0.5316815324486298,333942.56152620143,412.97339759330276,0.8127562482534649
RandomForestRegressorM325N95,0.5310552655379922,334701.72240525414,413.5109253929672,0.8125268208111665
RandomForestRegressorM350N120,0.5323404603724622,332977.17116116843,412.9582788766039,0.8126264439827192
RandomForestRegressorM350N145,0.5334373948331894,333110.6733942149,412.5520522338838,0.8129259518362376
RandomForestRegressorM350N170,0.5320912189386219,333393.7941932536,413.2896213411763,0.8125654801020908
RandomForestRegressorM350N195,0.5324154219521771,333569.24613821285,412.6627885740629,0.8129180810278902
RandomForestRegressorM350N20,0.5166629025703,345897.9583195956,420.40412703911727,0.8092275345650111
RandomForestRegressorM350N220,0.5336177348649744,332444.2714080799,412.7243375354902,0.812842224005464
RandomForestRegressorM350N245,0.5337916445615751,332149.5071631548,412.1395163129755,0.8130317631764323
RandomForestRegressorM350N270,0.5341743979895865,331969.4656491676,412.00483803593744,0.8131906594390104
RandomForestRegressorM350N295,0.5346635844171492,331697.4146694615,411.8350904340534,0.8132615826149266
RandomForestRegressorM350N45,0.5296090395845676,335293.7700993156,414.0946937779949,0.8119348555265165
RandomForestRegressorM350N70,0.5317746551869372,333870.3753362138,414.05349378015467,0.8123082749034275
RandomForestRegressorM350N95,0.5320645353724569,333922.3827701552,412.91918905661197,0.8128542551805897
RandomForestRegressorM50N120,0.5316167360403491,334457.73144022824,414.03283103900134,0.8122770568019924
RandomForestRegressorM50N145,0.5336540987560362,332596.2631486313,412.5463658040633,0.8129215898597548
RandomForestRegressorM50N170,0.5333401998427475,332129.69271787134,412.8601636368956,0.8127353478250611
RandomForestRegressorM50N195,0.5336597515937638,332312.0221907016,412.58333500161217,0.812836954640602
RandomForestRegressorM50N20,0.521601422821084,340922.7934627205,417.78450747711855,0.8104272675876195
RandomForestRegressorM50N220,0.5338410421838181,332845.7858674522,412.9000759817701,0.8128261869504545
RandomForestRegressorM50N245,0.5334465263865587,332766.97051461064,412.07992363622424,0.8131034514699792
RandomForestRegressorM50N270,0.5341221739368699,332242.47913180664,412.6522976610794,0.8128727670959027
RandomForestRegressorM50N295,0.5337530323499834,332695.6171213104,412.3459024457542,0.8130454965713491
RandomForestRegressorM50N45,0.525435598972831,338406.3769209329,417.57241145557106,0.8105980507417905
RandomForestRegressorM50N70,0.5289175969031926,336228.60890748457,414.5955893102994,0.8120264280270459
RandomForestRegressorM50N95,0.5324529230418343,333882.8385097018,413.062764978913,0.8127280367000452
RandomForestRegressorM75N120,0.5328419223846704,333366.4273683015,413.0217548154042,0.8127112703512439
RandomForestRegressorM75N145,0.5343803587612808,332469.1939450714,411.7294456291781,0.8133267500957876
RandomForestRegressorM75N170,0.5338509634372198,332158.0079323349,412.0527549257832,0.8131695115825869
RandomForestRegressorM75N195,0.5341123048997349,332057.2032278452,411.5709523255647,0.8133508525167517
RandomForestRegressorM75N20,0.5184612842433989,342134.5691002441,418.5357754774775,0.8099466959777418
RandomForestRegressorM75N220,0.5344639033082131,331759.1026617738,412.3506620102628,0.8130129203026564
RandomForestRegressorM75N245,0.5337141492108055,332855.77071049594,412.8138533087309,0.8128249272932906
RandomForestRegressorM75N270,0.5332081231836057,332629.69232239405,412.6347991924428,0.8129249742655543
RandomForestRegressorM75N295,0.5341047387188912,331991.5687515026,411.9978019688508,0.8131509156562924
RandomForestRegressorM75N45,0.527963358976839,335967.08441184706,415.51249415210964,0.8115058071090185
RandomForestRegressorM75N70,0.5304661525161996,335052.26220944535,413.5366223348302,0.8125792692679196
RandomForestRegressorM75N95,0.5331247117932605,333297.66054428025,412.11110733309687,0.8131007952650532
Ridge,0.381587197040941,477794.2082856201,509.5733438684688,0.7695355289255392
SVR,0.053236523725224,804788.590218737,644.2834914215347,0.7110608148068115
XGBoostAE,-0.014721608111824724,870332.5578085167,675.73079440986,0.6985963070563516
XGBoostSE,0.4966542517413507,367533.31672178215,424.5945995442356,0.8078323353971776
